"title","province","order","google_title","address","place_id","status","latitude","longitude"
"หอประชุมโรงเรียนตะโหมด","พัทลุง","3","Tamot School","เลขที่ 578 หมู่ 1 ต.แม่ขรี อ Mae Khari, Tamot District, Phatthalung 93160, Thailand","ChIJVXK5DJ8URRARqMUTpKorf9U","OPERATIONAL","7.354530700000001","100.1205221"
"หอประชุมอำเภอเมืองพิจิตร จังหวัดพิจิตร","พิจิตร","1","อาคารหอประชุมจังหวัดพิจิตร","C996+J8M, Tha Luang, Mueang Phichit District, Phichit 66000, Thailand","ChIJ39naVC3k3zARedFjbuUruu8","OPERATIONAL","16.4190798","100.3608014"
"อาคารอเนกประสงค์ เทศบาลเมืองตะพานหิน","พิจิตร","2","อาคารอเนกประสงค์เทศบาลเมืองตะพานหิน","6C7C+FP5, Mathurose-Tai, Taphan Hin, Taphan Hin District, Phichit 66110, Thailand","ChIJW05pwXQJ4DARI7i_VZ7YV7M","OPERATIONAL","16.2136328","100.421862"
"หอประชุมอำเภอโพทะเล จังหวัดพิจิตร","พิจิตร","3","หอประชุมอำเภอโพทะเล","38G3+6H8, Tha Bua, Pho Thale District, Phichit 66130, Thailand","ChIJe7YZjooS4DARCsebhmeCydk","OPERATIONAL","16.0756003","100.3038366"
"หอประชุมศรีวชิรโชติ มหาวิทยาลัยราชภัฏพิบูลสงคราม","พิษณุโลก","1","หอประชุมศรีวชิรโชติ","R6H4+WW8, Ban Krang, Mueang Phitsanulok District, Phitsanulok 65000, Thailand","ChIJz_82mNu83zARGWfTRnJFO34","OPERATIONAL","16.8297857","100.2073184"
"บริเวณศูนย์ประสานแผนพัฒนาท้องถิ่นประจำอำเภอพรหมพิราม","พิษณุโลก","2","ศูนย์ประสานแผนพัฒนาท้องถิ่น อบจ.พิษณุโลก ประจำอำเภอเมือง","R7F5+PJC ศูนย์ประสานแผนพัฒนาท้องถิ่น อบ Tambon Nai Mueang, เมือง Phitsanulok 65000, Thailand","ChIJO2yaaV-93zARCEgLfBrUTDg","OPERATIONAL","16.8243067","100.2590178"
"บริเวณศูนย์ประสานแผนพัฒนาท้องถิ่นประจำอำเภอวังทอง","พิษณุโลก","3","ศูนย์ประสานแผนพัฒนาท้องถิ่น อบจ.พิษณุโลก ประจำอำเภอเมือง","R7F5+PJC ศูนย์ประสานแผนพัฒนาท้องถิ่น อบ Tambon Nai Mueang, เมือง Phitsanulok 65000, Thailand","ChIJO2yaaV-93zARCEgLfBrUTDg","OPERATIONAL","16.8243067","100.2590178"
"บริเวณศูนย์ประสานแผนพัฒนาท้องถิ่นประจำอำเภอบางระกำ","พิษณุโลก","4","ศูนย์ประสานแผนพัฒนาท้องถิ่น อบจ.พิษณุโลก ประจำอำเภอเมือง","R7F5+PJC ศูนย์ประสานแผนพัฒนาท้องถิ่น อบ Tambon Nai Mueang, เมือง Phitsanulok 65000, Thailand","ChIJO2yaaV-93zARCEgLfBrUTDg","OPERATIONAL","16.8243067","100.2590178"
"บริเวณหอประชุมศูนย์ประสานแผนพัฒนาท้องถิ่นประจำอำเภอนครไทย","พิษณุโลก","5","ศูนย์ประสานแผนพัฒนาประจำอำเภอนครไทย","190 หมู่ 4 Nakhon Thai, Nakhon Thai District, Phitsanulok 65120, Thailand","ChIJb5PhtTuPIDERewDZrDi1Wto","OPERATIONAL","17.1002944","100.8376086"
"หอประชุมวิทยาลัยอาชีวศึกษาเพชรบุรี อำเภอเมืองเพชรบุรี","เพชรบุรี","1","Phetchaburi Vocational Education College","Ratchawithi Rd, Khlong Kra Saeng, Mueang Phetchaburi District, Phetchaburi 76000, Thailand","ChIJld-Qpf0m_TAR4I1ltEX4F6M","OPERATIONAL","13.1120411","99.9422989"
"โรงเรียนเทศบาล 1 บ้านชะอำ อำเภอชะอำ","เพชรบุรี","2","โรงเรียนเทศบาล 1 บ้านชะอำ","๑๔ ถนน นราธิป ซอย ๔, Cha-am, Cha-am District, Phetchaburi, Thailand","ChIJqcAUCjUD_TARbFcvX25vU08","OPERATIONAL","12.7970276","99.966861"
"หอประชุมที่ว่าการอำเภอเขาย้อย","เพชรบุรี","3","Khao Yoi District Office","6RRF+4H9, Sraphang, Khao Yoi District, Phetchaburi 76140, Thailand","ChIJC2SmKLjW_DARhLWX-MHX5tg","OPERATIONAL","13.2402846","99.8240142"
"หอประชุมองค์การบริหารส่วนจังหวัดเพชรบูรณ์","เพชรบูรณ์","1","หอประชุมองค์การบริหารส่วนจังหวัดเพชรบูรณ์","129 หมู่ 8, ตำบลสะเดียง อำเภอเมืองเพชรบูรณ์ จังหวัดเพชรบูรณ์, 67000 67000, Thailand","ChIJc71_Prs6IDEROxZ5ecRpYWc","CLOSED_PERMANENTLY","16.4406985","101.1491498"
"หอประชุมอำเภอหล่มสัก","เพชรบูรณ์","2","Amphoe Lom Sak Assembly Hall","ถนน สระบุรี-หล่มสัก Wat Pa, Lom Sak District, Phetchabun 67110, Thailand","ChIJV8O1WQVOIDERbvRvzXmt_Vo","OPERATIONAL","16.7803369","101.2415104"
"หอประชุมอำเภอหล่มเก่า","เพชรบูรณ์","3","Amphoe Lom Sak Assembly Hall","ถนน สระบุรี-หล่มสัก Wat Pa, Lom Sak District, Phetchabun 67110, Thailand","ChIJV8O1WQVOIDERbvRvzXmt_Vo","OPERATIONAL","16.7803369","101.2415104"
"หอประชุมอำเภอชนแดน","เพชรบูรณ์","4","Chon Daen District Office","333 Tessaban 2 Road, Chon Daen, Chon Daen District, Phetchabun 67150, Thailand","ChIJJQARIun2HzERD0bR-tRBnQQ","OPERATIONAL","16.1892912","100.8596657"
"หอประชุมอำเภอบึงสามพัน","เพชรบูรณ์","5","Bueng Sam Phan District Office","7 Thanon Saeaburi - Lomsak, Nong Chaeng Sub-district, Bueng Sam Phan District, Phetchabun 67160, Thailand","ChIJs3gzjjm_HzERzGibhqvKrj4","OPERATIONAL","15.796559","101.0083365"
"หอประชุมอำเภอวิเชียรบุรี (อาคารหลังใหม่)","เพชรบูรณ์","6","หอประชุมอำเภอวิเชียรบุรี","3 Komen Alley, Tha Rong, Wichian Buri District, Phetchabun 67130, Thailand","ChIJiWXtBe6wHzERxJgdrOK_5Jw","CLOSED_TEMPORARILY","15.6564888","101.1044654"
"ลานวัฒนธรรมองค์การบริหารส่วนจังหวัดแพร่ ตำบลในเวียง อำเภอเมืองแพร่","แพร่","1","Phrae Provincial Administrative Organization Stadium","75 Rat-U-Thit Road, Nai Wiang, Mueang Phrae District, Phrae 54000, Thailand","ChIJSxDx4w7C2DARCDDFktGk-NY","OPERATIONAL","18.1503617","100.1554552"
"หอประชุมโรงเรียนร้องกวางอนุสรณ์ อำเภอร้องกวาง","แพร่","2","Rong Kwang Anusorn School","315 ยันตรกิจโกศล Yantarakit Koson Rd, Tambon Rong Khem, Rong Kwang District, Phrae 54140, Thailand","ChIJQ9adRu-S2DARioIC1BV1dpE","OPERATIONAL","18.3037915","100.2896782"
"โดมอเนกประสงค์โรงเรียนลองวิทยา อำเภอลอง","แพร่","3","Long Wittaya School","หมู่ที่ 6 167 Huai O, Long District, Phrae 54150, Thailand","ChIJVVVVVYUh2TARiuUF4Farw2Q","OPERATIONAL","18.0907778","99.8465477"
"ศาลาประชาคมองค์การบริหารส่วนจังหวัดภูเก็ต","ภูเก็ต","1","ศาลาประชาคมนครภูเก็ต","VCR2+CXP, Tambon Talat Yai, Mueang Phuket District, Phuket 83000, Thailand","ChIJfe-G_RsyUDARDkQ8Fj3FRLI","OPERATIONAL","7.8911562","98.40246119999999"
"สวนศรีภูวนารถ","ภูเก็ต","2","สวนศรีภูวนาถ","65 วิชิตสงคราม ซอย 1 Talat Nuea, Mueang Phuket District, Phuket 83000, Thailand","ChIJkY_-qD0uUDARbTrU_mgsVRo","OPERATIONAL","7.861864300000001","98.37235849999999"
"โรงเรียนเชิงทะเลวิทยาคม ""จุติ-ก้อง อนุสรณ์""","ภูเก็ต","3","Choeng Thale Wittayakom School","370 Srisoonthorn Rd, Choeng Thale, Thalang District, Phuket 83110, Thailand","ChIJe85YO2E3UDARNgsLMy0x-ks","OPERATIONAL","7.996485900000001","98.30744589999999"
"หอประชุมโรงเรียนผดุงนารี อำเภอเมืองมหาสารคาม","มหาสารคาม","1","Phadung Naree School","143 ถ.ผดุงวิถี ต.ตลาด อ.เมือง Maha Sarakham 44000, Thailand","ChIJaSvJzfKmIjERMAleFfqKN2M","OPERATIONAL","16.1839205","103.3019728"
"หอประชุมที่ว่าการอำเภอวาปีปทุม","มหาสารคาม","2","Wapi Pathum District Office","R9WH+9RV, Nong Saeng, Wapi Pathum District, Maha Sarakham 44120, Thailand","ChIJY-hYHkkbGDERdVU-WGYjcHU","OPERATIONAL","15.8458551","103.3795155"
"หอประชุมอำเภอพยัคฆภูมิพิสัย","มหาสารคาม","3","หอประชุม อ.พยัคฆภูมิพิสัย","G58V+QM9, Pa Lan, Phayakkhaphum Phisai District, Maha Sarakham 44110, Thailand","ChIJg2iKWR83GDER7GoQdoE-BwI","OPERATIONAL","15.516919","103.1942428"
"หอประชุมที่ว่าการอำเภอบรบือ","มหาสารคาม","4","หอประชุมอำเภอบรบือ","24Q9+PJ4, Borabue, Borabue District, Maha Sarakham 44130, Thailand","ChIJN_xCD8V1GDERbM_eNDncrkI","OPERATIONAL","16.0392601","103.1190757"
"หอประชุมที่ว่าการอำเภอโกสุมพิสัย","มหาสารคาม","5","สำนักงานเทศบาลตำบลโกสุมพิสัย","63R7+XM, Hua Khwang, Kosum Phisai District, Maha Sarakham 44140, Thailand","ChIJaTE2tRqbIjER-taLsXQQhv0","OPERATIONAL","16.2426163","103.0627506"
"หอประชุมที่ว่าการอำเภอเชียงยืน","มหาสารคาม","6","Chiang Yuen District Office","C454+63Q, Chiang Yuen, Chiang Yuen District, Maha Sarakham 44160, Thailand","ChIJcQ4q5CGUIjER70NyFgBfn-A","OPERATIONAL","16.4080846","103.1052236"
"หอประชุมอำเภอเมืองมุกดาหาร","มุกดาหาร","1","หอประชุมใหญ่อำเภอเมืองมุกดาหาร","GPP8+V2M, Mueang Mukdahan District, Mukdahan 49000, Thailand","ChIJAQ7eppjHPTERAh7cQ7zFxpc","OPERATIONAL","16.5371703","104.7150469"
"ศาลาประชาคมอำเภอคำชะอี","มุกดาหาร","2","ศาลาประชาคม","C8FP+634, Ban Pao, Nong Sung District, Mukdahan 49160, Thailand","ChIJV0PFgcShPTERBj_DFhdfxp4","OPERATIONAL","16.4230053","104.3352238"
"ศาลาประชาคมองค์การบริหารส่วนจังหวัดแม่ฮ่องสอน อำเภอเมือง แม่ฮ่องสอน","แม่ฮ่องสอน","1","Mae Hong Son Provincial Administrative Organization","7XQ7+2H8 องค์การบริหารส่วนจังหวัดแม่ฮ่องสอน Khunlumprapas Rd, Chong Kham, Mueang Mae Hong Son District, Mae Hong Son 58000, Thailand","ChIJQSn9Vvel2jARRnPKMKwUnH0","OPERATIONAL","19.2875635","97.9639253"
"หอประชุมอำเภอแม่สะเรียง ตำบลแม่สะเรียง อำเภอแม่สะเรียง","แม่ฮ่องสอน","2","หอประชุมอำเภอแม่สะเรียง","5W5M+G6H, Mae Sariang, Mae Sariang District, Mae Hong Son 58110, Thailand","ChIJT0-lPjdP2zARQ6EaLN6pHI0","CLOSED_TEMPORARILY","18.1588285","97.93322289999999"
"โดมอเนกประสงค์โรงเรียนยโสธรพิทยาคม อำเภอเมืองยโสธร","ยโสธร","1","Yasothon Pittayakom School","53/4 แจ้งสนิท Chaeng Sanit Rd, Nai Mueang, Mueang Yasothon District, Yasothon 35000, Thailand","ChIJ7UQUqCPPFzERHVz2JcoPHfw","OPERATIONAL","15.8047202","104.1392142"
"อาคารอเนกประสงค์เทศบาลตำบลฟ้าหยาด ตำบลฟ้าหยาด อำเภอมหาชนะชัย","ยโสธร","2","Fa Yat Subdistrict Municipality","ที่ว่าการ, Fa Yat, Maha Chana Chai District, Yasothon 35130, Thailand","ChIJk1eF7oqyFzERljvUaQoG1MI","OPERATIONAL","15.5316157","104.2437311"
"โดมอเนกประสงค์ที่ว่าการอำเภอกุดชุม ตำบลกุดชุม อำเภอกุดชุม","ยโสธร","3","Kut Chum District Office","หมู่ ที่ 8, Kut Chum, Kut Chum District, Yasothon 35140, Thailand","ChIJAQpDgmQqFjERtE60TBADXa4","OPERATIONAL","16.0328104","104.3385681"
"อาคารศรีนิบง ศูนย์เยาวชนเทศบาลนครยะลา อำเภอเมืองยะลา","ยะลา","1","อาคารศรีนิบง","233 ถนน รวมมิตร ตำบล สะเตง Mueang Yala District, Yala 95000, Thailand","ChIJc1y0gzt0szERO2dioYaDSx8","OPERATIONAL","6.5494036","101.2812364"
"โรงเรียนบ้านยะหา อำเภอยะหา","ยะลา","2","Ban Yaha School 1","4023 Rural Rd, Tambon Yaha, Yaha District, Yala 95120, Thailand","ChIJA5Ls_L5vszERqellkoUNaAo","OPERATIONAL","6.479457099999999","101.135469"
"ศาลาประชาคมเทศบาลเมืองเบตง","ยะลา","3","Betong City Convention Hall","Q3GF+X6X, Betong District, Yala 95110, Thailand","ChIJLzbE8eLltDERRHM4zRn6TzQ","OPERATIONAL","5.777492","101.0730942"
"โรงเรียนบันนังสตาอินทรฉัตร อำเภอบันนังสตา","ยะลา","3","โรงเรียนบันนังสตาอินทรฉัตรมิตรภาพที่ 200","36 Bannang Sata, Bannang Sata District, Chang Wat Yala 95130, Thailand","ChIJr0kdo-2BtDER0eQgPrVGR1g","OPERATIONAL","6.2671522","101.26707"
"บริเวณด้านล่างอาคารกองร้อยบังคับการและบริการ กองบังคับการกองอาสา รักษาดินแดนจังหวัดร้อยเอ็ด อำเภอเมืองร้อยเอ็ด","ร้อยเอ็ด","1","กองบังคับการกองอาสารักษาดินแดนจังหวัดร้อยเอ็ด","3M33+2V6 Unnamed Road Nai Mueang, Mueang Roi Et District, Roi Et 45000, Thailand","ChIJKcJrAlv9FzERBEDBX6t-mW8","OPERATIONAL","16.0525256","103.6546404"
"หอประชุมที่ว่าการอำเภอเชียงขวัญ","ร้อยเอ็ด","2","Chiang Khwan District Office","5Q82+6PW, Phra That, Chiang Khwan District, Roi Et 45000, Thailand","ChIJ_______vFzERPQWci7klpG4","OPERATIONAL","16.1657476","103.7519098"
"หอประชุมที่ว่าการอำเภอโพนทอง","ร้อยเอ็ด","3","หอประชุมอำเภอโพนทอง","7XXH+MMV, Waeng, Phon Thong District, Roi Et 45110, Thailand","ChIJ59kxk-FoPTERToBo9A34Cc0","CLOSED_TEMPORARILY","16.299381","103.9792085"
"หอประชุมที่ว่าการอำเภอเสลภูมิ","ร้อยเอ็ด","4","Selaphum District Office","2WMM+8G4, Khwan Mueang, Selaphum District, Roi Et 45120, Thailand","ChIJAQAAAKzfFzERB9Gds7c5_lo","OPERATIONAL","16.0332735","103.9338318"
"หอประชุมที่ว่าการอำเภออาจสามารถ","ร้อยเอ็ด","5","At Samat District Office","RVVH+9HV, At Samat, At Samat District, Roi Et 45160, Thailand","ChIJoaLrSrLpFzERxfrOeAItW8M","OPERATIONAL","15.8435387","103.8789513"
"หอประชุมที่ว่าการอำเภอสุวรรณภูมิ","ร้อยเอ็ด","6","หอประชุมอำเภอสุวรรณภูมิ","JQ5X+QXW, Sa Khu, Suwannaphum District, Roi Et 45130, Thailand","ChIJCX95HAqRFzERsu9lBC8ockk","CLOSED_TEMPORARILY","15.6097174","103.8000183"
"หอประชุมที่ว่าการอำเภอเกษตรวิสัย","ร้อยเอ็ด","7","Kaset Wisai District Office","MH4H+QX8, Kaset Wisai, Kaset Wisai District, Roi Et 45150, Thailand","ChIJ5ZMnEzeKFzERq-nSh0pYSuM","OPERATIONAL","15.6569033","103.579949"
"หอประชุมที่ว่าการอำเภอจตุรพักตรพิมาน","ร้อยเอ็ด","8","Chaturaphak Phiman District Office","RHW4+9QR ถ. ปัทมานนท์ Hua Chang, Chaturaphak Phiman District, Roi Et 45180, Thailand","ChIJx-DuaD32FzERPIuQqeS_9os","OPERATIONAL","15.8459914","103.5568911"
"โรงเรียนมาบตาพุดพันพิทยาคาร อำเภอเมืองระยอง","ระยอง","1","Map Ta Phut Pan Pittayakhan School","498 Sukhumvit 49 Alley, Tambon Noen Phra, Mueang Rayong District, Rayong 21150, Thailand","ChIJT_1Ix_T6AjERleX-WRo8-K0","OPERATIONAL","12.709941","101.1854776"
"โรงเรียนมัธยมตากสินระยอง อำเภอเมืองระยอง","ระยอง","2","Matthayomtaksin Rayong School","M7RJ+FP8, 222 หมู่ 2, เชิงเนิน, Mueang Rayong District, Rayong 21000, Thailand","ChIJa9pQi0b8AjERgeE4g3b4PHE","OPERATIONAL","12.69131","101.282812"
"ศาลาเศรษฐกิจพอเพียง ที่ว่าการอำเภอแกลง","ระยอง","3","Klaeng District Office","111 หมู่ที่ 10 ถนน Map Yai, Thang Kwian, Klaeng District, Rayong 21110, Thailand","ChIJvXrsv8gTAzERH2l1guETE0s","OPERATIONAL","12.7909544","101.6340972"
"โรงเรียนอนุบาลนานาชาติตากสิน บ้านค่าย (วัดหวายกรอง) อำเภอบ้านค่าย","ระยอง","4","Anuban Taksin Bankhai International School (Wat Wai Krong)","132 หมู่ 2 บางบุตร Ban Khai District, Rayong 21120, Thailand","ChIJNyVVjEziAjERjuKbgeQ5h5c","OPERATIONAL","12.807458","101.298627"
"โรงเรียนวัดบ้านฉาง อำเภอบ้านฉาง","ระยอง","5","Wat Ban Chang School","157/9 Sukhumvit 2 Rd, Ban Chang, Ban Chang District, Rayong 21130, Thailand","ChIJmdqcL_XxAjERWWKujS_3T9c","OPERATIONAL","12.7208133","101.0569507"
"สนามฟุตซอลโรงยิมเนเซียมราชบุรี","ราชบุรี","1","Gymnasium","GRPG+R3H, Na Muang, Mueang Ratchaburi, Ratchaburi 70000, Thailand","ChIJHQZqIR0m4zARdX7TdiFDfGs","OPERATIONAL","13.5369792","99.82555010000002"
"โรงเรียนรัฐราษฎร์อุปถัมภ์ อำเภอเมืองราชบุรี","ราชบุรี","2","Rat Rat Upatham School","196 หน้าวัดห้วยชินสีห์ ต.อ่างทอง Mueang Ratchaburi, Ratchaburi 70000, Thailand","ChIJd1orK70u4zARn7vTXJUkzbI","OPERATIONAL","13.4556346","99.7926123"
"สำนักงานเขตพื้นที่การศึกษาประถมศึกษาราชบุรี เขต 2 อำเภอโพธาราม","ราชบุรี","3","Office Area Elementary District 2 Ratchaburi.","PV3F+CJJ, Ban Lueak, Photharam District, Ratchaburi 70120, Thailand","ChIJJ2Pi6Rog4zARXNobDmRlPA4","OPERATIONAL","13.7033184","99.87402069999999"
"โรงเรียนวัดบ้านโป่ง ""สามัคคีคุณูปถัมภ์"" อำเภอบ้านโป่ง","ราชบุรี","4","Wat Ban Pong School","1 ถนนราษฎร์ร่วมใจ Ban Pong, Ban Pong District, Ratchaburi 70110, Thailand","ChIJ3YjT03Ue4zARuhaxY7uxUZI","OPERATIONAL","13.8046459","99.87361229999999"
"โรงเรียนวัดอมรญาติสมาคม อำเภอดำเนินสะดวก","ราชบุรี","5","Wat Amonyat Samakom School","เลข ที่ 3 หมู่ ที่ 3, Tha Nat, Damnoen Saduak District, Ratchaburi 70130, Thailand","ChIJ2VkFC8DZ4jARspQMbIoY-ys","OPERATIONAL","13.5515548","99.96722659999999"
"โรงยิมกาฬวรรณดิส สนามกีฬาพระราเมศวร อำเภอเมืองลพบุรี","ลพบุรี","1","โรงยิมกาฬวรรณดิส","RJ2W+3JQ, Tha Hin, Mueang Lop Buri District, Lopburi 15000, Thailand","ChIJ2wfKOWwAHjER8gqpChbC6wY","OPERATIONAL","14.800217","100.6465993"
"หอประชุมป่าสักชลสิทธิ์ โรงเรียนพัฒนานิคม อำเภอพัฒนานิคม","ลพบุรี","2","Pasak Chonlasit Dam","V368+M95, Nong Bua, Phatthana Nikhom District, Lopburi 15140, Thailand","ChIJ467mNPlzHjERAK-8Hvb7vKg","OPERATIONAL","14.8616287","101.0659858"
"โดมอเนกประสงค์ สนามกีฬาเทศบาลเมืองบ้านหมี่ อำเภอบ้านหมี่","ลพบุรี","3","Ban Mi Municipal Sports Stadium","2GRW+9HQ, Phon Thong, Ban Mi District, Lopburi 15110, Thailand","ChIJLdyfgpTj4TARbwwktzht_r0","OPERATIONAL","15.0409524","100.5464895"
"โดมอเนกประสงค์ โรงเรียนโคกสำโรง อำเภอโคกสำโรง","ลพบุรี","4","Khok Samrong School","25 Phahonyothin Road, Khok Samrong, Khok Samrong District, Lopburi 15120, Thailand","ChIJjXmualYZHjER1LHBOOrcLwk","OPERATIONAL","15.0602644","100.7157798"
"โดมอเนกประสงค์ โรงเรียนอนุบาลลำนารายณ์ อำเภอชัยบาดาล","ลพบุรี","5","Lam Narai Kindergarten","259 Khotchaseni 3, Chai Narai, Chai Badan District, Lopburi 15130, Thailand","ChIJw3tQKGlDHjERQbZ-EfTuEmY","OPERATIONAL","15.2089693","101.1343306"
"อาคารโรงอาหาร มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตลำปาง","ลำปาง","1","มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตลำปาง","398 หมู่ที่ 15 ตำบล บ่อแฮ้ว อำเภอ เมืองลำปาง Lampang 52100, Thailand","ChIJNaDqlRNs2TARKKJdILOkWeY","OPERATIONAL","18.3025488","99.47179349999999"
"หอประชุมอำเภอแจ้ห่ม","ลำปาง","2","หอประชุมภัทรคุณ","PHJP+827, Wichet Nakhon, Chae Hom District, Lampang 52120, Thailand","ChIJjdyaid6i2TARI3JCe7iaPkI","CLOSED_TEMPORARILY","18.7308245","99.58513939999999"
"หอประชุมจันทร์ผา มหาวิทยาลัยราชภัฎลำปาง อำเภอเมืองลำปาง","ลำปาง","3","หอประชุมใหญ่ มหาวิทยาลัยราชภัฏลำปาง","119 หมู่ 9 Chomphu, Mueang Lampang District, Lampang 52100, Thailand","ChIJv5bHrk9q2TAR3fbWA8AZQZs","OPERATIONAL","18.22996","99.4871165"
"หอประชุมที่ว่าการอำเภอสบปราบ","ลำปาง","4","Sop Prap District Office","หมู่ที่ 2 10/1 Phahonyothin Road, Sop Prap, Sop Prap District, Lampang 52170, Thailand","ChIJL0rAIltS2TAR3MGOi52QPEM","OPERATIONAL","17.8808647","99.3373297"
"อาคารหอประชุมองค์การบริหารส่วนจังหวัดลำพูน อำเภอเมืองลำพูน","ลำพูน","1","Lamphun Provincial Administration Organization","G2JF+X48, Pa Sak, Mueang Lamphun District, Lamphun 51000, Thailand","ChIJS7v7o3rS2zARkfQggPDPVPc","OPERATIONAL","18.5324013","99.02283779999999"
"อาคารหอประชุมโรงเรียนธีรกานท์บ้านโฮ่ง อำเภอบ้านโฮ่ง","ลำพูน","2","Tera Kan Ban Hong high School","7RV7+PP3, Ban Hong, Ban Hong District, Lamphun 51130, Thailand","ChIJ_UpmvWq_2zAR8jkTTq2Je_8","OPERATIONAL","18.2942758","98.8142484"
"ศูนย์กีฬาเยาวชนเทศบาลเมืองเลย","เลย","1","ศูนย์เยาวชนเทศบาลเมืองเลย","65 Soi Charoen Rat, Kut Pong, อ.เมืองเลย, Loei 42000, Thailand","ChIJMfTkLmlHITER67HVqu_iZmQ","CLOSED_TEMPORARILY","17.4846162","101.7305383"
"หอประชุมอำเภอวังสะพุง","เลย","2","หอประชุม อำเภอ วังสะพุง","Wang Saphung, Wang Saphung District, Loei 42130, Thailand","ChIJj3olQGlqITERD4bXtnVcEf0","OPERATIONAL","17.3010609","101.7681809"
"หอประชุมอำเภอด่านซ้าย","เลย","3","งานผีตาโขน","74JW+3CG 2114 Dan Sai, Dan Sai District, Loei 42120, Thailand","ChIJk75qbAfpIDERIxtdKe0HPRk","OPERATIONAL","17.2801964","101.1460872"
"ศาลาประชาคมอำเภอเชียงคาน","เลย","4","Chiang Khan Immigration Office","4 Chai Kong, Chiang Khan, Chiang Khan District, Loei 42110, Thailand","ChIJU1w_mM3HJjER_OSsD5n_gCY","OPERATIONAL","17.8981058","101.6656089"
"หอประชุมเฉลิมพระเกียรติฉลองสิริราชสมบัติ ครบ 60 ปี","ศรีสะเกษ","1","หอประชุมเฉลิมพระเกียรติฉลองสิริราชสมบัติ ครบ 60 ปี ศรีสะเกษ","48CF+66F, Mueang Nuea, Mueang Si Sa Ket District, Si Sa Ket 33000, Thailand","ChIJTwCwUwPjFjERli1n_jQp8-4","OPERATIONAL","15.1201206","104.322798"
"หอประชุมอำเภอกันทรารมย์","ศรีสะเกษ","2","หอประชุมอำเภอกันทรารมย์","4H4C+8J2, Dun, Kanthararom District, Si Sa Ket 33130, Thailand","ChIJGzOJppztFjERGHsgdlkNU1I","CLOSED_TEMPORARILY","15.1057647","104.5716453"
"หอประชุมที่ว่าการอำเภอศรีรัตนะ","ศรีสะเกษ","3","Sri Rattana District Office","ที่ว่าการอำเภอศรีรัตนะ, Si Kaeo, Si Rattana District, Si Sa Ket 33240, Thailand","ChIJudHci9LaFjERqt9OEVZpb-0","OPERATIONAL","14.7932377","104.469719"
"หอประชุมที่ว่าการอำเภอกันทรลักษ์","ศรีสะเกษ","4","Kantharalak District Office","JMR2+GFJ, Nam Om, Kantharalak District, Si Sa Ket 33110, Thailand","ChIJeRoAHg_KFjERRMmZrrg7UoQ","OPERATIONAL","14.6413403","104.6511375"
"หอประชุมโรงเรียนขุนหาญวิทยาสรรค์","ศรีสะเกษ","5","ห้องประชุม กศน.อำเภอขุนหาญ","JC9G+43V, Si, Khun Han District, Si Sa Ket 33150, Thailand","ChIJpT5xJpXTFjERkIgiPOq7GVs","OPERATIONAL","14.61786","104.4251554"
"หอประชุมที่ว่าการอำเภอขุขันธ์","ศรีสะเกษ","6","Khukhan District Office","620 220, Huai Nuea, Khukhan District, Si Sa Ket 33140, Thailand","ChIJP7t23TMpFzERqbRkfrryE5Y","OPERATIONAL","14.7136664","104.1983976"
"หอประชุมที่ว่าการอำเภอปรางค์กู่","ศรีสะเกษ","7","Prang Ku District Office","V24Q+XP7, Phimai, Prang Ku District, Si Sa Ket 33170, Thailand","ChIJuU2e4ZY7FzER3G_lWO7Zbq0","OPERATIONAL","14.8574201","104.0392949"
"หอประชุมที่ว่าการอำเภออุทุมพรพิสัย","ศรีสะเกษ","8","หอประชุมอำเภออุทุมพรพิสัย","446R+H6X, Kamphaeng, Uthumphon Phisai District, Si Sa Ket 33120, Thailand","ChIJE1MviUsbFzERtirBRFEpvfo","OPERATIONAL","15.1114646","104.1405828"
"หอประชุมที่ว่าการอำเภอราษีไศล","ศรีสะเกษ","9","หอประชุมอำเภอราษีไศล","85R3+585, Mueang Khong, Rasi Salai District, Si Sa Ket 33160, Thailand","ChIJyxqtic6pFzER6AOWYCNrE_E","OPERATIONAL","15.3405418","104.1534296"
"หอประชุมกองกำกับการตำรวจตระเวนชายแดนที่ 23 อำเภอเมืองสกลนคร","สกลนคร","1","Police Patrol Division 23.","ถนน ต.พัฒนา 1852/21, That Na Weng, Mueang Sakon Nakhon District, Sakon Nakhon 47000, Thailand","ChIJ9STVf8DyPDERCFOYWrEcfUk","OPERATIONAL","17.1463325","104.1219286"
"หอประชุมอำเภอโคกศรีสุพรรณ","สกลนคร","2","Khok Si Suphan District Office","174 หมู่ที่ 14 Tong Khop, Khok Si Suphan District, Sakon Nakhon 47280, Thailand","ChIJuZjWdBf2PDERLkVZz7ws1oo","OPERATIONAL","17.0436822","104.2730514"
"หอประชุมอำเภอพรรณานิคม (หลังใหม่)","สกลนคร","3","หอประชุม","333 Nawamin Rd, Khlong Kum, Bueng Kum, Bangkok 10230, Thailand","ChIJe3VzL75jHTERUPVA3FGWMeE","CLOSED_TEMPORARILY","13.8148355","100.6548889"
